Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,eigencentrality,clustering,triangles,componentnumber,modularity_class
3343,3343,,{'scopus_id': 57191579868},"{'full_name': 'Sheveleva, Nadezhda N.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Saint Petersburg State University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},14,48,8,0.231364,0.245501,2340.293856,0,0.019556,0.604396,55,0,7
3344,3344,,{'scopus_id': 6507500531},"{'full_name': 'Markelov, Denis A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Saint Petersburg State University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},8,42,8,0.231444,0.244849,222.324806,0,0.014342,0.892857,25,0,7
3346,3346,,{'scopus_id': 57204517745},"{'full_name': 'Alkhlef, A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},6,20,8,0.240625,0.255559,1568.572694,0,0.014815,0.533333,8,0,20
3399,3399,,{'scopus_id': 56204268400},"{'full_name': 'Kuznetsova, Vera'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",18,74,8,0.26974,0.292016,852.963285,0,0.140812,0.673203,103,0,27
3408,3408,,{'scopus_id': 57192818747},"{'full_name': 'Nikitin, Nikolay O.'}",{'department': '[671] национальный центр когнитивных разработок'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'старший научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[671] национальный центр когнитивных разработок'},10,30,8,0.236921,0.250157,4556.774227,0,0.011338,0.488889,22,0,17
3412,3412,,{'scopus_id': 8644564700},"{'full_name': 'Akopian, Nika'}",{'department': nan},{'country': 'Denmark'},{'university': 'Technical University of Denmark'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Denmark'},{'itmo_depart_and_others': 'Denmark'},11,46,7,0.242894,0.259517,106.850893,0,0.065574,0.763636,42,0,18
3421,3421,,{'scopus_id': 56259917200},"{'full_name': 'Rodin, S. N.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},16,80,7,0.244808,0.261175,1341.051495,0,0.069413,0.683333,82,0,24
3428,3428,,{'scopus_id': 56180462300},"{'full_name': 'Nadtochii, Liudmila A.'}",{'department': '[951] факультет биотехнологий'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'доцент (квалификационная категория ""ординарный доцент"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[951] факультет биотехнологий'},16,52,8,0.207491,0.219057,13581.363032,0,0.013576,0.366667,44,0,24
3438,3438,,{'scopus_id': 56419656800},"{'full_name': 'Soboleva, Victoria Y.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,68,7,0.251609,0.26799,2018.051939,0,0.05851,0.691176,94,0,3
3463,3463,,{'scopus_id': 57216742583},"{'full_name': 'Kudelina, Karolina'}",{'department': nan},{'country': 'Estonia'},{'university': 'Tallinna Tehnikaülikool'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Estonia'},{'itmo_depart_and_others': 'Estonia'},10,46,8,0.237344,0.252736,838.923594,0,0.026369,0.844444,38,0,25
3464,3464,,{'scopus_id': 55533933300},"{'full_name': 'Asad, Bilal'}",{'department': nan},{'country': 'Estonia'},{'university': 'Tallinna Tehnikaülikool'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Estonia'},{'itmo_depart_and_others': 'Estonia'},11,46,7,0.231735,0.245068,320.902657,0,0.022026,0.727273,40,0,25
3470,3470,,{'scopus_id': 57191410349},"{'full_name': 'Melnik, Maksim'}",{'department': '[206] лаборатория квантовых процессов и измерений'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[206] лаборатория квантовых процессов и измерений'},11,41,7,0.250811,0.266725,383.63232,0,0.030235,0.618182,34,0,12
3473,3473,,{'scopus_id': 54394187300},"{'full_name': 'Romero, Jose Guadalupe'}",{'department': nan},{'country': 'Mexico'},{'university': ' Technology'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Mexico'},{'itmo_depart_and_others': 'Mexico'},7,24,8,0.229463,0.241489,478.013053,0,0.012917,0.619048,13,0,5
3499,3499,,{'scopus_id': 55604433300},"{'full_name': 'Sanchez, Tonametl'}",{'department': nan},{'country': 'France'},{'university': 'Université de Lille'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},6,20,8,0.240835,0.253524,1389.869175,0,0.013346,0.6,9,0,0
3501,3501,,{'scopus_id': 57103829700},"{'full_name': 'Tepliakov, Nikita V.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",18,58,7,0.253026,0.271964,17905.714291,0,0.074704,0.431373,66,0,7
3511,3511,,{'scopus_id': 57205104761},"{'full_name': 'Vaganov, Danila'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},6,18,9,0.212166,0.222576,878.316758,0,0.005568,0.466667,7,0,17
3514,3514,,{'scopus_id': 57194053156},"{'full_name': 'Oleneva, Ekaterina'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,66,8,0.217241,0.230799,7852.838818,0,0.024658,0.468421,89,0,9
3527,3527,,{'scopus_id': 57202586742},"{'full_name': 'Lees, Michael H.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},14,42,8,0.232026,0.245254,3215.288676,0,0.015435,0.472527,43,0,17
3557,3557,,{'scopus_id': 6601964580},"{'full_name': 'Avdievich, Nikolai I.'}",{'department': nan},{'country': 'Germany'},{'university': 'Max Planck Institute for Biological Cybernetics'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Germany'},{'itmo_depart_and_others': 'Germany'},27,69,8,0.264313,0.285986,20165.069248,0,0.103818,0.424501,149,0,26
3571,3571,,{'scopus_id': 57200637785},"{'full_name': 'Stolyarova, Dina Yu'}",{'department': nan},{'country': 'Russian Federation'},"{'university': 'National Research Centre ""Kurchatov Institute""'}",{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},29,126,7,0.266239,0.287327,1252.793415,0,0.165285,0.753695,306,0,15
3576,3576,,{'scopus_id': 57119926400},"{'full_name': 'Gudkov, Maksim V.'}",{'department': nan},{'country': 'Russian Federation'},"{'university': 'N.N. Semenov Federal Research Center for Chemical Physics, Russian Academy of Sciences'}",{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},33,163,7,0.264376,0.285959,1050.138553,0,0.170943,0.63447,335,0,15
3579,3579,,{'scopus_id': 56232227500},"{'full_name': 'Melnikov, Valery P.'}",{'department': nan},{'country': 'Russian Federation'},"{'university': 'N.N. Semenov Federal Research Center for Chemical Physics, Russian Academy of Sciences'}",{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},33,130,7,0.264376,0.285959,1050.138553,0,0.170943,0.63447,335,0,15
3595,3595,,{'scopus_id': 35554154800},"{'full_name': 'Marin, D. V.'}",{'department': nan},{'country': 'Russian Federation'},"{'university': 'Institute of Semiconductor Physics, Siberian Branch, Russian Academy of Sciences'}",{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},19,106,8,0.241342,0.258248,138.570685,0,0.070679,0.900585,154,0,32
3620,3620,,{'scopus_id': 55765000672},"{'full_name': 'Hartmann, R. R.'}",{'department': nan},{'country': 'Philippines'},{'university': 'De La Salle University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Philippines'},{'itmo_depart_and_others': 'Philippines'},14,34,9,0.20932,0.221937,191.740812,0,0.019529,0.868132,79,0,18
3621,3621,,{'scopus_id': 7005697142},"{'full_name': 'Portnoi, M. E.'}",{'department': '[768] физический факультет'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[768] физический факультет'},14,34,9,0.20932,0.221937,191.740812,0,0.019529,0.868132,79,0,18
3627,3627,,{'scopus_id': 57196049444},"{'full_name': 'Komarova, A. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},12,42,8,0.228831,0.241771,7815.155902,0,0.014469,0.439394,29,0,27
3653,3653,,{'scopus_id': 56165382100},"{'full_name': 'Nikolaev, Konstantin G.'}",{'department': '[638] научно-образовательный центр инфохимии'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'доцент (квалификационная категория ""ординарный доцент"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[638] научно-образовательный центр инфохимии'},27,80,8,0.237887,0.255696,6164.668381,0,0.04431,0.421652,148,0,20
3671,3671,,{'scopus_id': 57215896744},"{'full_name': 'Kochetkov, F. M.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Alferov University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},24,96,7,0.274938,0.298582,174.612952,0,0.235935,0.721014,199,0,18
3682,3682,,{'scopus_id': 55606262600},"{'full_name': 'Perraud, Jean Baptiste'}",{'department': nan},{'country': 'France'},{'university': 'Université de Bordeaux'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},17,103,8,0.262933,0.283167,14493.164579,0,0.071015,0.352941,48,0,12
3706,3706,,{'scopus_id': 8389129100},"{'full_name': 'Travers, L.'}",{'department': nan},{'country': 'France'},{'university': 'Centre de Nanosciences et de Nanotechnologies'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},30,223,7,0.258175,0.279626,1503.257901,0,0.163784,0.655172,285,0,18
3708,3708,,{'scopus_id': 6701790530},"{'full_name': 'Gogneau, N.'}",{'department': nan},{'country': 'France'},{'university': 'Centre de Nanosciences et de Nanotechnologies'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},31,124,7,0.256244,0.27745,1338.455575,0,0.163128,0.612903,285,0,18
3709,3709,,{'scopus_id': 22134763400},"{'full_name': 'Harmand, J. C.'}",{'department': nan},{'country': 'France'},{'university': 'Centre de Nanosciences et de Nanotechnologies'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},30,124,7,0.258175,0.279626,1503.257901,0,0.163784,0.655172,285,0,18
3726,3726,,{'scopus_id': 57196097210},"{'full_name': 'Oreshkina, K.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},21,64,8,0.234845,0.250058,559.597837,0,0.042675,0.542857,114,0,2
3741,3741,,{'scopus_id': 7006777695},"{'full_name': 'Molodtsov, S. L.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},31,114,8,0.231799,0.249172,2369.187564,0,0.093645,0.565591,263,0,15
3767,3767,,{'scopus_id': 57196717799},"{'full_name': 'Cassar, Q.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,97,8,0.246405,0.263618,2485.198509,0,0.054482,0.605263,115,0,12
3783,3783,,{'scopus_id': 56545865300},"{'full_name': 'Balabanov, Stanislav'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'G.G. Devyatykh Institute of Chemistry of High-Purity Substances of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},16,63,8,0.270883,0.291729,1069.568291,0,0.097065,0.7,84,0,27
3816,3816,,{'scopus_id': 57193542955},"{'full_name': 'Mitin, D.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,78,7,0.27275,0.294523,292.412028,0,0.182629,0.779412,106,0,18
3818,3818,,{'scopus_id': 57195673891},"{'full_name': 'Ismagilov, A. O.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},12,51,8,0.25983,0.279605,1910.092768,0,0.0666,0.666667,44,0,12
3832,3832,,{'scopus_id': 37013178900},"{'full_name': 'Emel’yantsev, Gennadiy'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},17,53,8,0.242965,0.258225,15071.02259,0,0.02486,0.389706,53,0,0
3834,3834,,{'scopus_id': 51162175200},"{'full_name': 'Stepanov, Aleksey'}",{'department': '[761] факультет систем управления и робототехники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'доцент (квалификационная категория ""доцент практики"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[761] факультет систем управления и робототехники'},9,38,8,0.230433,0.241935,2582.035585,0,0.009455,0.694444,25,0,0
3835,3835,,{'scopus_id': 55520032400},"{'full_name': 'Blazhnov, Boris'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'JSC'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},9,38,8,0.230433,0.241935,2582.035585,0,0.009455,0.694444,25,0,0
3856,3856,,{'scopus_id': 6507796594},"{'full_name': 'Moshkalev, S. A.'}",{'department': nan},{'country': 'Brazil'},{'university': 'Universidade Estadual de Campinas'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},13,57,8,0.258617,0.278869,492.733791,0,0.079852,0.679487,53,0,27
3858,3858,,{'scopus_id': 57211651600},"{'full_name': 'Lee, Ray Kuang'}",{'department': nan},{'country': 'Taiwan'},{'university': 'National Center for Theoretical Sciences Taiwan'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Taiwan'},{'itmo_depart_and_others': 'Taiwan'},7,26,8,0.232675,0.245132,1183.156667,0,0.009503,0.571429,12,0,27
3865,3865,,{'scopus_id': 36018445300},"{'full_name': 'Alexeev, Nikita'}",{'department': '[717] факультет информационных технологий и программирования'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ведущий научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[717] факультет информационных технологий и программирования'},24,59,7,0.248561,0.268443,21254.279511,0,0.082981,0.307971,85,0,18
3872,3872,,{'scopus_id': 55360943700},"{'full_name': 'Musalimov, Victor'}",{'department': '[761] факультет систем управления и робототехники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'профессор'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[761] факультет систем управления и робототехники'},13,40,8,0.222341,0.234502,5711.744456,0,0.009853,0.346154,27,0,25
3878,3878,,{'scopus_id': 56532499600},"{'full_name': 'Prilepskii, Artur Y.'}",{'department': '[980] химико-биологический кластер'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'доцент (квалификационная категория ""ординарный доцент"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[980] химико-биологический кластер'},16,46,7,0.2522,0.271957,10596.486169,0,0.039669,0.341667,41,0,21
3906,3906,,{'scopus_id': 57194008858},"{'full_name': 'Moskvin, Mikhail K.'}",{'department': '[772] факультет наноэлектроники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[772] факультет наноэлектроники'},15,46,8,0.264334,0.282985,2680.563014,0,0.053949,0.571429,60,0,21
3909,3909,,{'scopus_id': 6603451187},"{'full_name': 'Camy, Patrice'}",{'department': nan},{'country': 'France'},{'university': 'Université de Caen Normandie'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},36,145,8,0.249643,0.27111,2460.833392,0,0.226988,0.595238,375,0,22
3910,3910,,{'scopus_id': 6602392742},"{'full_name': 'Nesmelov, S. N.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Tomsk State University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},32,251,8,0.255929,0.277203,12461.012367,0,0.155791,0.469758,233,0,32
3911,3911,,{'scopus_id': 15730695900},"{'full_name': 'Dzyadukh, S. M.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Tomsk State University'},{'position': nan},{'total_pub': 3},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},18,98,8,0.244107,0.260706,49.664508,0,0.071697,0.915033,140,0,32
3926,3926,,{'scopus_id': 57195975298},"{'full_name': 'Kurdjumov, Sergej'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,60,7,0.261794,0.281959,3870.908505,0,0.098208,0.447368,85,0,26
3956,3956,,{'scopus_id': 57211180379},"{'full_name': 'Orlova, Olga Yu'}",{'department': '[734] факультет технологического менеджмента и инноваций'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'доцент (квалификационная категория ""ординарный доцент"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[734] факультет технологического менеджмента и инноваций'},23,64,8,0.242433,0.260629,2938.49378,0,0.040448,0.43083,109,0,20
3973,3973,,{'scopus_id': 57209322134},"{'full_name': 'Oreshin, Svyatoslav'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,97,8,0.231993,0.246626,2260.75942,0,0.033121,0.663158,126,0,19
3975,3975,,{'scopus_id': 57217108019},"{'full_name': 'Krasheninnikov, Egor'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,92,8,0.228203,0.242176,725.153752,0,0.031384,0.803922,123,0,19
3976,3976,,{'scopus_id': 57217099706},"{'full_name': 'Panfilov, Alexander'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,92,8,0.228203,0.242176,725.153752,0,0.031384,0.803922,123,0,19
3977,3977,,{'scopus_id': 57245400900},"{'full_name': 'Glukhov, Igor'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},18,92,8,0.228203,0.242176,725.153752,0,0.031384,0.803922,123,0,19
3982,3982,,{'scopus_id': 57195922866},"{'full_name': 'Khlopotov, Maksim'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,84,8,0.224655,0.238448,13500.801848,0,0.03084,0.610526,116,0,19
4042,4042,,{'scopus_id': 55316965600},"{'full_name': 'Kundelev, Evgeny V.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",18,52,8,0.262497,0.283792,1262.414855,0,0.150292,0.69281,106,0,27
4059,4059,,{'scopus_id': 16400670700},"{'full_name': 'Basov, Oleg'}",{'department': '[725] факультет инфокоммуникационных технологий'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'position': 'профессор (квалификационная категория "" ординарный профессор"")'}",{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[725] факультет инфокоммуникационных технологий'},6,22,8,0.224397,0.235518,3697.123648,0,0.007215,0.6,9,0,1
4067,4067,,{'scopus_id': 57197822533},"{'full_name': 'Lepeshkin, Artem'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},14,42,8,0.229939,0.244502,6495.029898,0,0.025946,0.472527,43,0,24
4075,4075,,{'scopus_id': 57195321691},"{'full_name': 'Budrin, Aleksander'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 3},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},9,34,11,0.149757,0.155751,7187,0,0.004755,0.472222,17,0,42
