Id,Label,timeset,0,1,2,3,4,5,6,7,8,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,modularity_class,clustering,triangles,eigencentrality
15059,15059,,{'scopus_id': 7004534056},"{'full_name': 'Baena, J. D.'}",{'department': nan},{'country': 'Colombia'},{'university': 'Universidad Nacional de Colombia'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Colombia'},{'itmo_depart_and_others': 'Colombia'},11,36,7,0.282014,0.310551,163.308712,0.000735,0,0,0.581818,32,0.144415
15060,15060,,{'scopus_id': 56038865300},"{'full_name': 'Del Risco, J. P.'}",{'department': nan},{'country': 'Colombia'},{'university': 'Universidad Nacional de Colombia'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Colombia'},{'itmo_depart_and_others': 'Colombia'},6,25,7,0.267812,0.294015,5.430393,0.000439,0,0,0.933333,14,0.094193
15061,15061,,{'scopus_id': 55619879400},"{'full_name': 'Guessi, L. H.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},15,70,7,0.273136,0.304774,4036.45143,0.001022,0,24,0.504762,53,0.109842
15062,15062,,{'scopus_id': 23485811900},"{'full_name': 'Marques, Y.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15063,15063,,{'scopus_id': 57196807342},"{'full_name': 'Machado, R. S.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15064,15064,,{'scopus_id': 55969701100},"{'full_name': 'Kristinsson, K.'}",{'department': nan},{'country': 'Singapore'},{'university': 'Nanyang Technological University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Singapore'},{'itmo_depart_and_others': 'Singapore'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15065,15065,,{'scopus_id': 56406327900},"{'full_name': 'Ricco, L. S.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15067,15067,,{'scopus_id': 25924142400},"{'full_name': 'De Souza, M.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15068,15068,,{'scopus_id': 15723900000},"{'full_name': 'Seridonio, A. C.'}",{'department': nan},{'country': 'Brazil'},"{'university': 'Universidade Estadual Paulista ""Júlio de Mesquita Filho""'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Brazil'},{'itmo_depart_and_others': 'Brazil'},10,49,7,0.238233,0.258251,8.791716,0.000749,0,24,0.955556,43,0.030804
15078,15078,,{'scopus_id': 35317916600},"{'full_name': 'Kustarev, Pavel'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,25,8,0.211782,0.225145,9173,0.000991,0,10,0.333333,7,0.007898
15079,15079,,{'scopus_id': 57216469537},"{'full_name': 'Bykovskii, Sergei'}",{'department': '[102] кафедра вычислительной техники'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'ассистент'},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[102] кафедра вычислительной техники'},4,17,9,0.174981,0.183417,5,0.000704,0,10,0.666667,4,0.003203
15085,15085,,{'scopus_id': 56541470400},"{'full_name': 'Karbovsky, Vladislav'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},8,21,7,0.231867,0.247561,45.096619,0.000686,0,7,0.607143,17,0.021255
15086,15086,,{'scopus_id': 56982760300},"{'full_name': 'Piliugina, E. S.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Peter the Great St. Petersburg Polytechnic University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,29,7,0.254465,0.275373,0,0.000538,0,3,1,21,0.042775
15087,15087,,{'scopus_id': 55781317700},"{'full_name': 'Heisler, F.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,29,7,0.254465,0.275373,0,0.000538,0,3,1,21,0.042775
15088,15088,,{'scopus_id': 55955700500},"{'full_name': 'Chervinskii, S. D.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Peter the Great St. Petersburg Polytechnic University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,29,7,0.254465,0.275373,0,0.000538,0,3,1,21,0.042775
15093,15093,,{'scopus_id': 56401200300},"{'full_name': 'Sheremetyev, V. O.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},2,7,8,0.205998,0.215876,0,0.000292,0,12,1,1,0.002863
15095,15095,,{'scopus_id': 56405609700},"{'full_name': 'Prosnikov, M. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},3,13,7,0.236572,0.251308,0.5,0.000464,0,4,0.666667,2,0.010451
15098,15098,,{'scopus_id': 56771374100},"{'full_name': 'Beltukova, D. M.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},5,25,8,0.228063,0.243249,0,0.000543,0,9,1,10,0.010796
15114,15114,,{'scopus_id': 56352527800},"{'full_name': 'Oreshnikov, I.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},3,13,7,0.229515,0.244221,0,0.000341,0,10,1,3,0.008986
15120,15120,,{'scopus_id': 7004336445},"{'full_name': 'Gallant, A. J.'}",{'department': nan},{'country': 'United Kingdom'},{'university': 'Durham University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'United Kingdom'},{'itmo_depart_and_others': 'United Kingdom'},12,31,8,0.234791,0.255192,68.241167,0.000881,0,5,0.727273,48,0.034875
15125,15125,,{'scopus_id': 57484653600},"{'full_name': 'Smirnov, N. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},4,19,10,0.149038,0.155291,0,0.000749,0,10,1,6,0.002987
15126,15126,,{'scopus_id': 6602737520},"{'full_name': 'Latyev, S. M.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},4,19,10,0.149038,0.155291,0,0.000749,0,10,1,6,0.002987
15127,15127,,{'scopus_id': 16464811000},"{'full_name': 'Mitrofanov, S. S.'}",{'department': '[204] кафедра компьютерной фотоники и видеоинформатики'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'доцент'},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[204] кафедра компьютерной фотоники и видеоинформатики'},4,19,10,0.149038,0.155291,0,0.000749,0,10,1,6,0.002987
15128,15128,,{'scopus_id': 7006660083},"{'full_name': 'Egorov, G. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},4,19,10,0.149038,0.155291,0,0.000749,0,10,1,6,0.002987
15129,15129,,{'scopus_id': 56857553800},"{'full_name': 'Baryshnikova, K. V.'}",{'department': '[277] кафедра нанофотоники и метаматериалов'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'инженер-исследователь'},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': '[277] кафедра нанофотоники и метаматериалов'},5,13,7,0.264558,0.282485,170.099549,0.000452,0,20,0.5,5,0.035182
15139,15139,,{'scopus_id': 36048347000},"{'full_name': 'Tuchin, Valery V.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Saratov State University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,23,7,0.235078,0.251488,495.18508,0.000732,0,20,0.571429,12,0.014419
15148,15148,,{'scopus_id': 55601715900},"{'full_name': 'Kazarova, O. P.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,31,7,0.229926,0.24484,8.032557,0.000698,0,12,0.809524,17,0.012638
15151,15151,,{'scopus_id': 56942457100},"{'full_name': 'Rzhavtsev, E. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Peter the Great St. Petersburg Polytechnic University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},2,6,7,0.256958,0.274523,0,0.000242,0,12,1,1,0.019258
15159,15159,,{'scopus_id': 56449239200},"{'full_name': 'Shvaleva, M. A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},9,33,6,0.271913,0.298512,97.437476,0.000625,0,19,0.777778,28,0.065684
15169,15169,,{'scopus_id': 56801755500},"{'full_name': 'Lipatova, Zh O.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},4,13,7,0.255933,0.274451,0,0.000369,0,4,1,6,0.031969
15176,15176,,{'scopus_id': 6602240029},"{'full_name': 'Kislyakov, I. M.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},13,33,7,0.257016,0.279564,4600,0.001207,0,4,0.538462,42,0.047372
15199,15199,,{'scopus_id': 57188591091},"{'full_name': 'Segovia, Paulina'}",{'department': nan},{'country': 'United Kingdom'},"{'university': ""King's College London""}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'United Kingdom'},{'itmo_depart_and_others': 'United Kingdom'},14,49,6,0.283817,0.312161,79.765993,0.000856,0,26,0.802198,73,0.180464
15204,15204,,{'scopus_id': 56780131100},"{'full_name': 'Trofimenko, Tamara'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},13,58,6,0.285927,0.314197,4401.745519,0.000914,0,26,0.448718,35,0.113546
15210,15210,,{'scopus_id': 56865259200},"{'full_name': 'Hasan, Mehedi'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},14,46,7,0.280506,0.310826,653.290145,0.000923,0,3,0.472527,43,0.134778
15211,15211,,{'scopus_id': 7006576858},"{'full_name': 'Fridman, E.'}",{'department': nan},{'country': 'Israel'},{'university': 'Tel Aviv University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Israel'},{'itmo_depart_and_others': 'Israel'},13,49,7,0.264436,0.291477,1608.206098,0.00097,0,3,0.448718,35,0.062511
15213,15213,,{'scopus_id': 55605194900},"{'full_name': 'Bernuau, Emmanuel'}",{'department': nan},{'country': 'France'},{'university': 'Ecole Centrale de Nantes'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},8,35,8,0.245793,0.267519,139.556981,0.00069,0,3,0.642857,18,0.030254
15214,15214,,{'scopus_id': 9741158000},"{'full_name': 'Moulay, Emmanuel'}",{'department': nan},{'country': 'France'},{'university': 'Universite de Poitiers'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'France'},{'itmo_depart_and_others': 'France'},5,22,8,0.24548,0.265786,32.215994,0.000466,0,3,0.9,9,0.024052
15218,15218,,{'scopus_id': 57046054400},"{'full_name': 'Chugina, Julia V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},3,11,7,0.227883,0.243924,10.255845,0.000354,0,3,0.666667,2,0.008398
15220,15220,,{'scopus_id': 16317442900},"{'full_name': 'Powell, David A.'}",{'department': nan},{'country': 'Australia'},{'university': 'The Australian National University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Australia'},{'itmo_depart_and_others': 'Australia'},19,87,6,0.289151,0.320147,636.146729,0.001121,0,26,0.578947,99,0.25303
15221,15221,,{'scopus_id': 6701378778},"{'full_name': 'Podolskiy, Viktor A.'}",{'department': nan},{'country': 'United States'},{'university': 'University of Massachusetts Lowell'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'United States'},{'itmo_depart_and_others': 'United States'},13,112,6,0.281189,0.309315,247.0815,0.000827,0,26,0.769231,60,0.171136
15223,15223,,{'scopus_id': 56979845800},"{'full_name': 'Liu, X.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,35,7,0.242284,0.259685,30.99368,0.000618,0,26,0.952381,20,0.01982
15224,15224,,{'scopus_id': 56366230300},"{'full_name': 'Tsypkin, A. N.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,35,7,0.242284,0.259685,30.99368,0.000618,0,26,0.952381,20,0.01982
15227,15227,,{'scopus_id': 7103166835},"{'full_name': 'Kozlov, Sergei A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,35,7,0.242284,0.259685,30.99368,0.000618,0,26,0.952381,20,0.01982
15228,15228,,{'scopus_id': 7410280543},"{'full_name': 'Zhang, X. C.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,35,7,0.242284,0.259685,30.99368,0.000618,0,26,0.952381,20,0.01982
15255,15255,,{'scopus_id': 36993639000},"{'full_name': 'Bolshakov, A. D.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'St Petersburg National Research Academic University of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},8,35,7,0.276938,0.299575,214.331528,0.0006,0,5,0.857143,24,0.052522
15256,15256,,{'scopus_id': 22980060700},"{'full_name': 'Kudryashov, D. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'St Petersburg National Research Academic University of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},11,37,7,0.274305,0.299503,2057.844162,0.000783,0,5,0.490909,27,0.064409
15257,15257,,{'scopus_id': 6701651691},"{'full_name': 'Kryzhanovskaya, N. V.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'St Petersburg National Research Academic University of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},17,49,7,0.279554,0.308443,455.906861,0.001029,0,5,0.558824,76,0.12745
15264,15264,,{'scopus_id': 57196730866},"{'full_name': 'Petrov, A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,31,9,0.181418,0.192762,205.534598,0.000877,0,13,0.904762,19,0.008161
15265,15265,,{'scopus_id': 56663299200},"{'full_name': 'Tronev, A. V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,31,9,0.181418,0.192762,205.534598,0.000877,0,13,0.904762,19,0.008161
15266,15266,,{'scopus_id': 8971405800},"{'full_name': 'Lebedev, V.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},7,31,9,0.181418,0.192762,205.534598,0.000877,0,13,0.904762,19,0.008161
15269,15269,,{'scopus_id': 6506395623},"{'full_name': 'Shamray, A.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},7,31,9,0.181418,0.192762,205.534598,0.000877,0,13,0.904762,19,0.008161
15283,15283,,{'scopus_id': 35363240800},"{'full_name': 'Yakushev, M. V.'}",{'department': nan},{'country': 'Russian Federation'},"{'university': 'Institute of Semiconductor Physics, Siberian Branch, Russian Academy of Sciences'}",{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},13,54,7,0.237253,0.256656,48.351222,0.000955,0,12,0.75641,59,0.038354
15289,15289,,{'scopus_id': 56520000000},"{'full_name': 'Bibik, A. Yu'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},8,33,7,0.268185,0.290024,134.010986,0.000664,0,4,0.607143,17,0.050492
15302,15302,,{'scopus_id': 8365424200},"{'full_name': 'Kudryashov, S. I.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,29,6,0.292819,0.319757,2224.144561,0.00085,0,4,0.490909,27,0.109145
15308,15308,,{'scopus_id': 6602676400},"{'full_name': 'Sasin, M. E.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},15,58,7,0.265409,0.294578,316.195115,0.000929,0,11,0.704762,74,0.084072
15311,15311,,{'scopus_id': 55847680600},"{'full_name': 'Lazarenko, A. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'St Petersburg National Research Academic University of the Russian Academy of Sciences'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},13,64,7,0.265287,0.293711,188.341251,0.000806,0,11,0.858974,67,0.078277
15314,15314,,{'scopus_id': 57215057648},"{'full_name': 'Pavlov, S. I.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},13,51,7,0.265287,0.293711,188.341251,0.000806,0,11,0.858974,67,0.078277
15315,15315,,{'scopus_id': 55532946600},"{'full_name': 'Agafonova, Darina S.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},20,59,6,0.278744,0.309503,9675.64268,0.001373,0,4,0.326316,62,0.103987
15332,15332,,{'scopus_id': 57548569900},"{'full_name': 'Feoktistov, N. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},14,44,7,0.286352,0.317874,3128.002375,0.000939,0,20,0.43956,40,0.128117
15333,15333,,{'scopus_id': 6506557038},"{'full_name': 'Grudinkin, S. A.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},8,33,7,0.245793,0.267414,29.769655,0.00062,0,20,0.892857,25,0.026834
15347,15347,,{'scopus_id': 56020051200},"{'full_name': 'Gladskikh, Igor A.'}","{'department': '[425] центр ""Информационные оптические технологии""'}",{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': 'научный сотрудник'},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}","{'itmo_depart_and_others': '[425] центр ""Информационные оптические технологии""'}",8,23,8,0.235414,0.253877,210.987257,0.000735,0,20,0.571429,16,0.016232
15349,15349,,{'scopus_id': 26536321700},"{'full_name': 'Nevedomskiy, V. N.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Ioffe Institute'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},13,63,7,0.267377,0.295304,2620.105182,0.0009,0,20,0.448718,35,0.070592
15350,15350,,{'scopus_id': 36780247200},"{'full_name': 'Skrypnik, Alexei V.'}",{'department': 'ITMO Unknown'},{'country': 'Russian Federation'},"{'university': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'position': nan},{'total_pub': 2},"{'itmo_and_others': 'Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO'}",{'itmo_depart_and_others': 'ITMO Unknown'},11,31,7,0.276871,0.30462,2698.479316,0.000784,0,20,0.418182,23,0.071237
15353,15353,,{'scopus_id': 7003912639},"{'full_name': 'Voitsekhovsky, A. V.'}",{'department': nan},{'country': 'Russian Federation'},{'university': 'Tomsk State University'},{'position': nan},{'total_pub': 2},{'itmo_and_others': 'Russian Federation'},{'itmo_depart_and_others': 'Russian Federation'},12,70,7,0.243152,0.262142,78.860978,0.000876,0,12,0.848485,56,0.036958
